Tỉnh_th,Quận_huy,Phường_,Dân_số_,Green_Area_m2,Green_Area_ha
tỉnh Hưng Yên,,Hồng Châu,18714,1.0917524336419739E7,1091.752433641974
tỉnh Hưng Yên,,Phố Hiến,68982,1.0163416648439594E7,1016.3416648439594
tỉnh Hưng Yên,,Sơn Nam,30471,1.2781184879257528E7,1278.1184879257528
tỉnh Lào Cai,,Yên Bái,70391,7546282.985783266,754.6282985783266
tỉnh Lào Cai,,Nam Cường,17754,3.720484032431407E7,3720.4840324314073
tỉnh Lào Cai,,Trung Tâm,26888,3.675831312552959E7,3675.831312552959
tỉnh Lào Cai,,Cầu Thia,25234,2.4352943557088397E7,2435.2943557088397
tỉnh Lào Cai,,Âu Lâu,23245,4.637903383859904E7,4637.903383859904
tỉnh Lào Cai,,Văn Phú,26573,3.895688668350421E7,3895.688668350421
tỉnh Lào Cai,,Nghĩa Lộ,73556,2.5058323480321098E7,2505.8323480321096
tỉnh Lâm Đồng,,1 Bảo Lộc,55845,4.314602978651215E7,4314.602978651215
tỉnh Lâm Đồng,,3 Bảo Lộc,54445,9.829356042207131E7,9829.356042207131
tỉnh Lâm Đồng,,2 Bảo Lộc,49564,1.6334325334504315E8,16334.325334504316
tỉnh Lâm Đồng,,Bắc Gia Nghĩa,3776,2.1868869209047845E8,21868.869209047843
tỉnh Quảng Ngãi,,Đăk Cấm,29799,4.8274170990254045E7,4827.417099025404
tỉnh Thanh Hóa,,Đào Duy Từ,26206,3.2357381889547646E7,3235.7381889547646
tỉnh Tuyên Quang,,Minh Xuân,72,3.1015751570771616E7,3101.5751570771617
tỉnh Tuyên Quang,,Nông Tiến,15393,2.209706734194136E7,2209.706734194136
tỉnh Tuyên Quang,,Mỹ Lâm,31446,6.595627897964838E7,6595.627897964838
tỉnh Tuyên Quang,,An Tường,42952,4.113963833982615E7,4113.963833982615
tỉnh Tuyên Quang,,Bình Thuận,47858,3.885105021119958E7,3885.105021119958
tỉnh Tuyên Quang,,Hà Giang 2,331,5.213082490482806E7,5213.082490482806
tỉnh Tuyên Quang,,Hà Giang 1,21652,7.60330445382374E7,7603.304453823739
tỉnh Tây Ninh,,Long An,106667,2.130979708116255E7,2130.979708116255
tỉnh Tây Ninh,,Khánh Hậu,28965,1.755408450686032E7,1755.408450686032
tỉnh Tây Ninh,,Kiến Tường,23738,2.023617473956616E7,2023.6174739566159
tỉnh Tây Ninh,,Trảng Bàng,53532,1.544484735060254E7,1544.484735060254
tỉnh Tây Ninh,,An Tịnh,61212,5.126199647631396E7,5126.199647631396
tỉnh Tây Ninh,,Gò Dầu,6634,2.683248034793315E7,2683.248034793315
tỉnh Tây Ninh,,Gia Lộc,37354,3.0496742556131586E7,3049.6742556131585
tỉnh Tây Ninh,,Hòa Thành,47167,1.2612451793386513E7,1261.2451793386513
tỉnh Tây Ninh,,Thanh Điền,43528,2.10313513299972E7,2103.13513299972
tỉnh Tây Ninh,,Long Hoa,106017,3.93459459580634E7,3934.5945958063403
tỉnh Tây Ninh,,Tân Ninh,8936,9156438.41203042,915.6438412030419
tỉnh Tây Ninh,,Ninh Thạnh,52249,2.114493339299618E7,2114.493339299618
tỉnh Tây Ninh,,Bình Minh,34193,7.946759584113649E7,7946.759584113648
tỉnh Vĩnh Long,,Trà Vinh,45397,9966924.91521382,996.692491521382
tỉnh Vĩnh Long,,Long Đức,33662,2.1530191474853333E7,2153.019147485333
tỉnh Vĩnh Long,,Hoà Thuận,25384,8623350.699820515,862.3350699820514
tỉnh Vĩnh Long,,Nguyệt Hoá,37066,1.5769626630378334E7,1576.9626630378334
tỉnh Vĩnh Long,,Trường Long Hoà,1615,1.304844760083181E7,1304.844760083181
tỉnh Vĩnh Long,,Thanh Đức,35158,8624148.223705487,862.4148223705487
tỉnh Vĩnh Long,,Tân Hạnh,32093,1.1660039409653429E7,1166.003940965343
tỉnh Vĩnh Long,,Duyên Hải,24356,1.5863184386146758E7,1586.3184386146759
tỉnh Vĩnh Long,,Bình Minh,34193,1.4694316784576863E7,1469.4316784576863
tỉnh Vĩnh Long,,Cái Vồn,36031,1.5423353254485216E7,1542.3353254485216
tỉnh Đắk Lắk,,Bình Kiến,44406,5.507535978955487E7,5507.535978955487
tỉnh Tây Ninh,,Tân An,85997,2.1026420645094812E7,2102.6420645094813
tỉnh Quảng Ngãi,,Đăk Bla,đang cập nhật,7202632.351690495,720.2632351690495
